fx fy fz
0.00000000e+00 1.05245007e-03 2.14491061e-06
0.00000000e+00 9.96434159e-04 3.14251362e-06
0.00000000e+00 9.28459664e-04 3.76546857e-06
0.00000000e+00 8.49340710e-04 3.97589771e-06
0.00000000e+00 7.60027147e-04 3.75570511e-06
0.00000000e+00 6.61594078e-04 3.10752354e-06
0.00000000e+00 5.55230221e-04 2.05470368e-06
0.00000000e+00 4.42225298e-04 6.40312366e-07
0.00000000e+00 3.23956645e-04 -1.07476737e-06
0.00000000e+00 2.01875257e-04 -3.01461224e-06
0.00000000e+00 7.74914385e-05 -5.09172327e-06
0.00000000e+00 -4.76397364e-05 -7.21112327e-06
0.00000000e+00 -1.71933017e-04 -9.27489983e-06
0.00000000e+00 -2.93787472e-04 -1.11870385e-05
0.00000000e+00 -4.11600802e-04 -1.28582925e-05
0.00000000e+00 -5.23783403e-04 -1.42108607e-05
0.00000000e+00 -6.28772133e-04 -1.51824368e-05
0.00000000e+00 -7.25043588e-04 -1.57292603e-05
0.00000000e+00 -8.11126374e-04 -1.58279632e-05
0.00000000e+00 -8.85611337e-04 -1.54763939e-05
0.00000000e+00 -9.47158756e-04 -1.46944635e-05
0.00000000e+00 -9.94503680e-04 -1.35267945e-05
0.00000000e+00 -1.02646760e-03 -1.20489340e-05
0.00000000e+00 -1.04199712e-03 -1.03768573e-05
0.00000000e+00 -1.04026174e-03 -8.67429245e-06
0.00000000e+00 -1.02083080e-03 -7.14517032e-06
0.00000000e+00 -9.83881137e-04 -5.99376791e-06
0.00000000e+00 -9.30255470e-04 -5.34308317e-06
0.00000000e+00 -8.61101798e-04 -5.13293316e-06
0.00000000e+00 -7.77070083e-04 -5.07181422e-06
0.00000000e+00 -6.77955573e-04 -4.75977111e-06
0.00000000e+00 -5.64950782e-04 -4.06657696e-06
0.00000000e+00 -4.47206866e-04 -3.67591575e-06
0.00000000e+00 -3.48191367e-04 -5.42074692e-06
0.00000000e+00 -2.93763841e-04 -1.18337082e-05
0.00000000e+00 -2.55203791e-04 -2.44914350e-05
0.00000000e+00 -5.28461890e-05 -4.12944606e-05
0.00000000e+00 6.62866988e-04 -5.36024630e-05
0.00000000e+00 2.10347789e-03 -4.56839522e-05
0.00000000e+00 3.58521079e-03 -2.83658123e-06
0.00000000e+00 2.96297688e-03 6.49140534e-05
0.00000000e+00 -2.10429303e-03 1.04147870e-04
0.00000000e+00 -1.04765741e-02 6.88616497e-05
0.00000000e+00 -1.56759443e-02 2.29248161e-05
0.00000000e+00 2.52609387e-02 -5.70230295e-04
0.00000000e+00 -8.06826829e-02 1.23180491e-02
0.00000000e+00 1.33263727e-01 -1.67638033e-02
0.00000000e+00 -1.95548318e-02 2.95089782e-03
0.00000000e+00 -1.98773332e-02 2.28239157e-03
0.00000000e+00 -1.11466153e-02 9.70250985e-04
0.00000000e+00 -2.17814118e-03 -2.53345608e-05
0.00000000e+00 1.73153912e-03 -3.70315184e-04
0.00000000e+00 1.66651266e-03 -2.67488636e-04
0.00000000e+00 4.74176515e-04 -4.98229891e-05
0.00000000e+00 -3.32680681e-04 8.54240301e-05
0.00000000e+00 -6.09723854e-04 1.07708081e-04
0.00000000e+00 -6.58262618e-04 7.01340293e-05
0.00000000e+00 -6.86421829e-04 2.87281139e-05
0.00000000e+00 -7.40467164e-04 8.73612626e-06
0.00000000e+00 -7.99357617e-04 8.79259637e-06
0.00000000e+00 -8.43223896e-04 1.76041926e-05
0.00000000e+00 -8.67949310e-04 2.60702017e-05
0.00000000e+00 -8.76775158e-04 3.08315117e-05
0.00000000e+00 -8.72531180e-04 3.25300202e-05
0.00000000e+00 -8.55810446e-04 3.29700864e-05
0.00000000e+00 -8.26166410e-04 3.33863983e-05
0.00000000e+00 -7.83373532e-04 3.40680232e-05
0.00000000e+00 -7.27850533e-04 3.47151250e-05
0.00000000e+00 -6.60532011e-04 3.49030406e-05
0.00000000e+00 -5.82625009e-04 3.43534995e-05
0.00000000e+00 -4.95453134e-04 3.29921146e-05
0.00000000e+00 -4.00398678e-04 3.08902622e-05
0.00000000e+00 -2.98891518e-04 2.81868763e-05
0.00000000e+00 -1.92405463e-04 2.50374498e-05
0.00000000e+00 -8.24479646e-05 2.15954299e-05
0.00000000e+00 2.94563334e-05 1.80120059e-05
0.00000000e+00 1.41784213e-04 1.44396718e-05
0.00000000e+00 2.53031953e-04 1.10317402e-05
0.00000000e+00 3.61731990e-04 7.93675509e-06
0.00000000e+00 4.66468290e-04 5.29002782e-06
0.00000000e+00 5.65890749e-04 3.20510036e-06
0.00000000e+00 6.58728862e-04 1.76684425e-06
0.00000000e+00 7.43804694e-04 1.02691167e-06
0.00000000e+00 8.20045088e-04 1.00144678e-06
0.00000000e+00 8.86492977e-04 1.67077264e-06
0.00000000e+00 9.42317631e-04 2.98082834e-06
0.00000000e+00 9.86823659e-04 4.84608666e-06
0.00000000e+00 1.01945859e-03 7.15391049e-06
0.00000000e+00 1.03981882e-03 9.77012261e-06
0.00000000e+00 1.04765390e-03 1.25455831e-05
0.00000000e+00 1.04286877e-03 1.53234817e-05
0.00000000e+00 1.02552426e-03 1.79469815e-05
0.00000000e+00 9.95835365e-04 2.02668729e-05
0.00000000e+00 9.54167756e-04 2.21487594e-05
0.00000000e+00 9.01032246e-04 2.34795663e-05
0.00000000e+00 8.37077555e-04 2.41729282e-05
0.00000000e+00 7.63081425e-04 2.41732914e-05
0.00000000e+00 6.79940305e-04 2.34584847e-05
0.00000000e+00 5.88657784e-04 2.20407006e-05
0.00000000e+00 4.90331999e-04 1.99658480e-05
0.00000000e+00 3.86142183e-04 1.73112401e-05
0.00000000e+00 2.77334557e-04 1.41819136e-05
0.00000000e+00 1.65207714e-04 1.07055425e-05
0.00000000e+00 5.10976341e-05 7.02640292e-06
0.00000000e+00 -6.36375420e-05 3.29848384e-06
0.00000000e+00 -1.77632891e-04 -3.21779259e-07
0.00000000e+00 -2.89532128e-04 -3.68291337e-06
0.00000000e+00 -3.98002992e-04 -6.64558507e-06
0.00000000e+00 -5.01752481e-04 -9.08922405e-06
0.00000000e+00 -5.99541840e-04 -1.09177343e-05
0.00000000e+00 -6.90201151e-04 -1.20641385e-05
0.00000000e+00 -7.72643386e-04 -1.24937866e-05
0.00000000e+00 -8.45877728e-04 -1.22060794e-05
0.00000000e+00 -9.09021974e-04 -1.12345805e-05
0.00000000e+00 -9.61313803e-04 -9.64546614e-06
0.00000000e+00 -1.00212069e-03 -7.53442527e-06
0.00000000e+00 -1.03094828e-03 -5.02213543e-06
0.00000000e+00 -1.04744697e-03 -2.24849004e-06
0.00000000e+00 -1.05141666e-03 6.34057230e-07
0.00000000e+00 -1.04280941e-03 3.46784951e-06
0.00000000e+00 -1.02173009e-03 6.09752342e-06
0.00000000e+00 -9.88434844e-04 8.37752472e-06
0.00000000e+00 -9.43327602e-04 1.01790163e-05
0.00000000e+00 -8.86954550e-04 1.13960625e-05
0.00000000e+00 -8.19996830e-04 1.19506362e-05
0.00000000e+00 -7.43261577e-04 1.17963057e-05
0.00000000e+00 -6.57671512e-04 1.09203678e-05
0.00000000e+00 -5.64253291e-04 9.34441040e-06
0.00000000e+00 -4.64124830e-04 7.12318397e-06
0.00000000e+00 -3.58481787e-04 4.34196403e-06
0.00000000e+00 -2.48583406e-04 1.11244817e-06
0.00000000e+00 -1.35737855e-04 -2.43257161e-06
0.00000000e+00 -2.12872156e-05 -6.14550943e-06
0.00000000e+00 9.34077597e-05 -9.87098108e-06
0.00000000e+00 2.06983034e-04 -1.34531501e-05
0.00000000e+00 3.18086710e-04 -1.67431079e-05
0.00000000e+00 4.25394397e-04 -1.96059382e-05
0.00000000e+00 5.27624425e-04 -2.19271174e-05
0.00000000e+00 6.23552795e-04 -2.36180117e-05
0.00000000e+00 7.12027704e-04 -2.46201350e-05
0.00000000e+00 7.91983522e-04 -2.49079905e-05
0.00000000e+00 8.62454006e-04 -2.44904062e-05
0.00000000e+00 9.22584584e-04 -2.34101644e-05
0.00000000e+00 9.71643475e-04 -2.17420443e-05
0.00000000e+00 1.00903146e-03 -1.95893216e-05
0.00000000e+00 1.03429011e-03 -1.70788217e-05
0.00000000e+00 1.04710823e-03 -1.43548603e-05
0.00000000e+00 1.04732655e-03 -1.15722900e-05
0.00000000e+00 1.03494031e-03 -8.88901227e-06
0.00000000e+00 1.01010000e-03 -6.45828085e-06
0.00000000e+00 9.73109958e-04 -4.42127497e-06
0.00000000e+00 9.24425152e-04 -2.90016269e-06
0.00000000e+00 8.64646078e-04 -1.99213611e-06
0.00000000e+00 7.94512006e-04 -1.76456189e-06
0.00000000e+00 7.14892718e-04 -2.25156981e-06
0.00000000e+00 6.26778925e-04 -3.45222663e-06
0.00000000e+00 5.31271572e-04 -5.33036109e-06
0.00000000e+00 4.29570191e-04 -7.81611637e-06
0.00000000e+00 3.22960479e-04 -1.08092543e-05
0.00000000e+00 2.12801224e-04 -1.41840823e-05
0.00000000e+00 1.00510641e-04 -1.77957458e-05
0.00000000e+00 -1.24479565e-05 -2.14874503e-05
0.00000000e+00 -1.24581355e-04 -2.50980369e-05
0.00000000e+00 -2.34382821e-04 -2.84693474e-05
0.00000000e+00 -3.40349825e-04 -3.14530810e-05
0.00000000e+00 -4.41002797e-04 -3.39179549e-05
0.00000000e+00 -5.34904018e-04 -3.57581682e-05
0.00000000e+00 -6.20676150e-04 -3.69044457e-05
0.00000000e+00 -6.97022590e-04 -3.73365135e-05
0.00000000e+00 -7.62756545e-04 -3.70918540e-05
0.00000000e+00 -8.16846466e-04 -3.62613181e-05
0.00000000e+00 -8.58469357e-04 -3.49628816e-05
0.00000000e+00 -8.87020412e-04 -3.32964579e-05
0.00000000e+00 -9.01980050e-04 -3.13070549e-05
0.00000000e+00 -9.02575632e-04 -2.90076678e-05
0.00000000e+00 -8.87420832e-04 -2.65077839e-05
0.00000000e+00 -8.54758987e-04 -2.42197936e-05
0.00000000e+00 -8.04130768e-04 -2.29753033e-05
0.00000000e+00 -7.39307608e-04 -2.37695044e-05
0.00000000e+00 -6.69705577e-04 -2.69602287e-05
0.00000000e+00 -6.05280425e-04 -3.12342781e-05
0.00000000e+00 -5.43806769e-04 -3.33292840e-05
0.00000000e+00 -4.63831279e-04 -2.96555743e-05
0.00000000e+00 -3.50724747e-04 -1.98114615e-05
0.00000000e+00 -2.61794966e-04 -9.81387792e-06
0.00000000e+00 -3.49777984e-04 -1.16558049e-05
0.00000000e+00 -6.79905269e-04 -3.73823917e-05
0.00000000e+00 -8.20845922e-04 -8.86504951e-05
0.00000000e+00 2.68460193e-04 -1.43621619e-04
0.00000000e+00 3.10215003e-03 -1.48443742e-04
0.00000000e+00 5.43407650e-03 -4.23609565e-05
0.00000000e+00 2.14260408e-03 1.65266575e-04
0.00000000e+00 -9.03591106e-03 3.84369718e-04
0.00000000e+00 -2.07659374e-02 6.20322075e-04
0.00000000e+00 2.54997822e-02 -1.77988208e-03
0.00000000e+00 -1.36481469e-01 2.07352044e-02
0.00000000e+00 2.32521319e-01 -3.04217916e-02
0.00000000e+00 -4.42604068e-02 7.15460666e-03
0.00000000e+00 -4.00897594e-02 4.78850290e-03
0.00000000e+00 -1.75541335e-02 1.33158086e-03
0.00000000e+00 5.54529063e-04 -7.98889310e-04
0.00000000e+00 5.49358931e-03 -1.08536197e-03
0.00000000e+00 3.12190681e-03 -4.39309231e-04
0.00000000e+00 3.55276968e-04 1.62899541e-04
0.00000000e+00 -6.57872061e-04 3.48688422e-04
0.00000000e+00 -6.58068921e-04 2.33785028e-04
0.00000000e+00 -5.56896873e-04 6.23632778e-05
0.00000000e+00 -6.04365479e-04 -2.49946055e-05
0.00000000e+00 -7.00173621e-04 -2.16757745e-05
0.00000000e+00 -7.52353310e-04 1.84475336e-05
0.00000000e+00 -7.59877544e-04 5.01503146e-05
0.00000000e+00 -7.54957589e-04 5.99090682e-05
0.00000000e+00 -7.54642645e-04 5.55790032e-05
0.00000000e+00 -7.56043291e-04 4.89921185e-05
0.00000000e+00 -7.50049486e-04 4.64103795e-05
0.00000000e+00 -7.30995000e-04 4.79515329e-05
0.00000000e+00 -6.97973068e-04 5.09982756e-05
0.00000000e+00 -6.52417721e-04 5.32206545e-05
0.00000000e+00 -5.96026865e-04 5.36849920e-05
0.00000000e+00 -5.30088083e-04 5.25429603e-05
0.00000000e+00 -4.55622634e-04 5.03139725e-05
0.00000000e+00 -3.73655015e-04 4.74039587e-05
0.00000000e+00 -2.85333384e-04 4.39903712e-05
0.00000000e+00 -1.91921216e-04 4.01216101e-05
0.00000000e+00 -9.47490122e-05 3.58480027e-05
0.00000000e+00 4.82384079e-06 3.12896249e-05
0.00000000e+00 1.05429905e-04 2.66350569e-05
0.00000000e+00 2.05706488e-04 2.21056552e-05
0.00000000e+00 3.04308142e-04 1.79185898e-05
0.00000000e+00 3.99921116e-04 1.42637468e-05
0.00000000e+00 4.91278887e-04 1.12942032e-05
0.00000000e+00 5.77177398e-04 9.12373143e-06
0.00000000e+00 6.56489299e-04 7.82583194e-06
0.00000000e+00 7.28177028e-04 7.43213498e-06
0.00000000e+00 7.91304834e-04 7.93067071e-06
0.00000000e+00 8.45049764e-04 9.26548634e-06
0.00000000e+00 8.88711518e-04 1.13385281e-05
0.00000000e+00 9.21720966e-04 1.40142238e-05
0.00000000e+00 9.43647067e-04 1.71263157e-05
0.00000000e+00 9.54201957e-04 2.04864024e-05
0.00000000e+00 9.53244020e-04 2.38935577e-05
0.00000000e+00 9.40778830e-04 2.71444122e-05
0.00000000e+00 9.16957926e-04 3.00432667e-05
0.00000000e+00 8.82075466e-04 3.24116666e-05
0.00000000e+00 8.36562878e-04 3.40971066e-05
0.00000000e+00 7.80981681e-04 3.49803704e-05
0.00000000e+00 7.16014720e-04 3.49812165e-05
